,name,brand,price,real_price
906,B-GR5046-BWH-CH White & Blue Dial Day & Date Functionin...,Buccachi,₹322,"₹1,899"
907,DIVA111 Rectangle Dial Golden Analog Watch  - For Women,Divastri,₹339,"₹1,599"
908,38018PP02CJ Tees Analog Watch  - For Men & Women,Fastrack,₹759,₹895
909,D&D C19 BLACK Latest Designer Black Color Watch With Da...,PIRASO,₹323,"₹1,599"
910,KJR_56-939 ALL NEW STYLISH DESIGNER WATCH COMBO FOR COU...,HENCY,₹379,"₹1,199"
911,Black Heart Women Watch Bracelet And Watch Combo Analog...,MIKADO,₹224,"₹1,999"
912,New Laxurius Looking Magnet Black & Rose Gold Starry sk...,Shunya,₹319,₹999
913,ANLG-428 Analog Watch  - For Men,ANALOGUE,₹233,"₹1,499"
914,ZR2046 Special desined exchange Girls and Women Analog ...,ZIERA,₹261,"₹1,999"
915,TWTL87SMU01 Analog Watch  - For Women,TIMEX,"₹1,674","₹2,995"
916,VEKAJR_492 Analog Watch  - For Men,VEKARIYA,₹179,₹499
917,8107YM01C Analog Watch  - For Women,SONATA,"₹1,649","₹1,699"
918,LADIES_738 LOOKING STYLISH BLUE DIAL-METAL STRAP With B...,Zanques,₹349,₹799
919,LS2821 Bleed Blue Day and Date Functioning Strap Adult ...,LIMESTONE,₹296,"₹1,999"
920,Imara004-C Analog Watch  - For Women,IMARA,₹929,"₹2,599"
921,2480KM01 Analog Watch  - For Women,Titan,"₹2,795","₹2,995"
922,Men's Exclusive Men02 Black Analog Watch  - For Boys,Daniel Jubile,₹194,"₹1,499"
923,TW-02524 Teenager Luxurious Fashion Silicone Black Colo...,KNACK,₹180,₹499
924,F-TM523 Blue Dial Multi-functional Automatic Synthetic ...,Timor,₹296,"₹1,799"
925,VH000011C Analog Watch  - For Women,VAN HEUSEN,"₹1,089","₹2,225"
926,TW00ZR294E Classics Analog Watch  - For Men,TIMEX,₹699,"₹1,295"
927,87020SM02 Essentials Analog Watch  - For Women,SONATA,₹725,₹725
928,B-G5045-BK-BK Black Dial Special Diamond Cute Glass Wri...,Buccachi,₹255,"₹1,699"
929,LS2804 All Black Mesh Strap Day and Date Functioning Qu...,LIMESTONE,₹271,"₹1,999"
930,TW-W0002T8 Pack Of 8 Combo Girls & Women Analog Watch  ...,TWiT,₹675,₹899
931,NH7987YL03CJ Analog Watch  - For Men,SONATA,₹569,₹599
932,9915PP95 Fastrack Avengers Analog Watch  - For Men & Wo...,Fastrack,₹995,₹995
933,LS2734 Wolf Gents Exclusive Mesh Strap Analog Analog Wa...,LIMESTONE,₹194,"₹1,999"
934,BL-1012-311-SLVR-GOLD Shiny Gold Hands Latest Trending ...,Benling,"₹1,063","₹4,499"
935,8100SL01C Analog Watch  - For Women,SONATA,₹849,₹875
936,8147BM01 Analog Watch  - For Women,SONATA,"₹1,359","₹1,599"
937,New Unique Collection Black Dial Analog Watch  - For Bo...,Rizzly,₹180,₹999
938,New Latest Waterproof Sport Look Black Strap Watch For ...,Loretta,₹299,"₹1,199"
939,1195-WH White Unique Analog Watch  - For Men,Fogg,₹251,"₹1,599"
940,A1767 (MTP-V006L-3BUDF) Enticer Men's Analog Watch  - F...,CASIO,"₹1,995","₹1,995"
941,1836NL02 Analog Watch  - For Men,Titan,"₹2,494","₹3,745"
942,Stylish Digital Blue Cut Apple Kids Digital Watch  - Fo...,Rage Enterprise,₹166,₹599
943,4044-PK Modish Analog Watch  - For Women,Fogg,₹305,"₹1,399"
944,2593SM03 Ladies Karishma Analog Watch  - For Women,Titan,"₹1,454","₹1,995"
945,71000 chronograph pattern Analog Watch  - For Boys,ARMADO,₹474,"₹2,199"
946,3072SL01 Analog Watch  - For Men,Fastrack,"₹4,395","₹5,295"
947,CLASSIC NEW ARRIVAL ANALOG WATCH FOR MEN AND WOMEN COUP...,AMINO,₹379,₹999
948,ZQ 181 NEW STYLISH PU BLACK STRAP 181 Analog Watch  - F...,Zanques,₹199,₹799
949,4049-BK Elegant Analog Watch  - For Men,Fogg,₹249,"₹1,499"
950,Men's Steel Chain RB02 Silver Brown New Stylis Men's Al...,Daniel Jubile,₹227,"₹1,499"
951,1716 BLUE TIMEWEAR COMMANDO SERIES Analog-Digital Watch...,TIMEWEAR,₹999,"₹3,499"
952,5076 Blue Day and Date Analog Watch  - For Couple,Fogg,₹559,"₹3,199"
953,D&D C19 BLACK Latest Designer Black Color Watch With Da...,PIRASO,₹323,"₹1,599"
954,Latest Black Men And Black Chain Women Stylish Couple C...,Varni Retail,₹375,"₹1,899"
955,4066-BR New Brown Watch Analog Watch  - For Men,Fogg,₹341,"₹2,599"
956,AS000003D Analog Watch  - For Men,allen solly,₹903,"₹1,928"
957,BFW-264 NEW LETEST WATCH & BRACELET COMBO Analog Watch ...,BRAIN WATCH,₹379,"₹1,199"
958,Pink square shape simple and professional women Watch -...,KNACK,₹190,₹449
959,TP501-Grey Waterproof Digital Watch  - For Boys,Loretta,₹315,₹999
960,6204SL04 Analog Watch  - For Women,Fastrack,"₹1,359","₹1,795"
961,SP~58897 black and white turntable metal strap attracti...,SPINOZA,₹369,"₹1,999"
962,HK-Prisom Blaak -latest collation fancy and attractive ...,SATNAM FASHION,₹219,₹499
963,LS2804 All Black Mesh Strap Day and Date Functioning Qu...,LIMESTONE,₹271,"₹1,999"
964,LrWL-04--LK-05 New Stylish Brown - Black Color Analog W...,LOREM,₹349,₹999
965,NG3089SL04 Black Magic Analog Watch  - For Men,Fastrack,"₹2,945","₹3,250"
966,TWHL41SMU06 Analog Watch  - For Women,TIMEX,"₹2,024","₹3,495"
967,PE000017B Analog Watch  - For Men,PETER ENGLAND,"₹1,579","₹3,045"
968,Pink square shape simple and professional women Watch -...,KNACK,₹190,₹449
969,BlueWayfarerCombo/ANLG-405 Blue Analog Watch  - For Boy...,ANALOGUE,₹296,"₹1,299"
970,77085PP12 Volt 3 Analog Watch  - For Men,SONATA,₹699,₹699
971,O-33-133 Couple Watch With Premium Black Designer Casua...,FERRIZZO,₹309,₹999
972,625 Analog watch for Girls And Women Analog Watch  - Fo...,MIKADO,₹359,"₹2,499"
973,2058-BK Printed Black Day and Date Analog Watch  - For ...,Fogg,₹314,"₹2,299"
974,Best Selling Waterproof Kids Shockproof Calendar Chrono...,V2A,₹679,"₹1,699"
975,NG3099SM02 Sports Analog Watch  - For Men,Fastrack,"₹2,204","₹2,595"
976,77086PL01 Volt+ Analog Watch  - For Men,SONATA,₹875,₹875
977,1771SM02 Neo Analog Watch  - For Men,Titan,"₹2,059","₹3,095"
978,NJ7987SM04W Analog Watch  - For Men,SONATA,₹675,₹675
979,LS2734 Wolf Gents Exclusive Mesh Strap Analog Analog Wa...,LIMESTONE,₹194,"₹1,999"
980,303-Black Moon Stylish Girls Watch Designer Analog Watc...,Rizzly,₹375,"₹1,999"
981,DE 2087 DE 2087 Exclusive Pink Dial Analog Watch  - For...,Lugano,₹324,"₹1,899"
982,NEW STYLISH MULTI COLOR DIAL ANALOG SILVER METAL STRAP ...,HENCY,₹474,₹999
983,D&D-14 ANALOG DAY AND DATE DISPLAY WATCH FOR MEN & BOYS...,PIRASO,₹329,"₹1,599"
984,Purple diamond studded attractive butterfly stylish wom...,SPINOZA,₹195,₹399
985,Evergreen Bracelet Style Combo Analog Watch  - For Girl...,MIKADO,₹209,"₹1,999"
986,NH1639SM01 Karishma Analog Watch  - For Men,Titan,"₹1,945","₹1,995"
987,VELVET-04 Multi-color Design Casual Analogue Women Anal...,MAAN INTERNATIONAL,₹419,"₹1,999"
988,MXGLD221-5 Set Of Five Combo For Boys Analog Watch  - F...,SPLAZOS,₹449,"₹2,499"
989,1195-WH White Unique Analog Watch  - For Men,Fogg,₹251,"₹1,599"
990,TC-197 New Designer Classic Dial Analog Watch  - For Wo...,iDIVAS,₹209,₹999
991,01S101 blue exclusive diamond studded prisiouse collact...,SPINOZA,₹239,₹449
992,Professional Rich Look Designer Combo Analog Watch  - F...,Rizzly,₹299,"₹1,699"
993,4044-PK Modish Analog Watch  - For Women,Fogg,₹305,"₹1,399"
994,8902 Black Long Life Black Unique Trendy Analog Watch  ...,Piaoma,₹509,"₹2,495"
995,VELVE-03 Multi-color Fancy Analogue Velvet Leathet Wome...,MAAN INTERNATIONAL,₹349,"₹1,999"
996,AS000002A Analog Watch  - For Men,allen solly,"₹1,234","₹2,241"
997,38048PP02 Trendies Analog Watch  - For Men,Fastrack,"₹2,195","₹2,195"
998,New Pink Stylish Braclet Belt With Stone With 1 YEAR WA...,TRUE COLORS,₹228,₹999
999,D&D C19 BLACK Latest Designer Black Color Watch With Da...,PIRASO,₹323,"₹1,599"
